"","trt_1","trt_2","trt_3","ctr_1","ctr_2","ctr_3"
"gene:AT5G61470",0,0,0,0,0,0
"gene:AT5G61480",2705,520,704,1716,2290,1103
"gene:AT5G61490",158,0,25,25,24,7
"gene:AT5G61495",157,0,20,7,8,4
"gene:AT5G61500",413,162,210,377,341,279
"gene:AT5G61510",347,43,117,164,258,68
"gene:AT5G61520",84,75,55,211,151,83
"gene:AT5G61530",595,256,499,351,321,227
"gene:AT5G61540",18,1,28,9,67,27
"gene:AT5G61550",5,0,0,0,27,0
"gene:AT5G61560",2172,342,342,177,62,34
"gene:AT5G61570",379,0,78,128,146,82
"gene:AT5G61580",163,6,96,269,324,24
"gene:AT5G61590",126,261,299,317,314,170
"gene:AT5G61600",1214,312,545,150,106,153
"gene:AT5G61605",0,0,0,0,0,1
"gene:AT5G61610",0,0,0,0,0,0
"gene:AT5G61620",0,0,20,0,0,0
"gene:AT5G61630",0,0,1,0,0,0
"gene:AT5G61640",9,11,7,2,18,16
"gene:AT5G61650",2142,1247,1030,861,985,502
"gene:AT5G61660",2142,1247,1030,861,985,502
"gene:AT5G61670",131,48,60,193,209,150
"gene:AT5G61680",0,0,1,0,0,0
"gene:AT5G61690",2,0,0,0,2,0
"gene:AT5G61700",0,1,0,0,0,0
"gene:AT5G61710",0,0,0,0,0,0
"gene:AT5G61720",1,0,0,0,0,0
"gene:AT5G61730",106,0,1,0,2,0
"gene:AT5G61740",1,0,27,11,54,28
"gene:AT5G61750",0,0,0,0,0,0
"gene:AT5G61760",220,215,126,45,112,52
"gene:AT5G61770",1403,151,358,82,209,56
"gene:AT5G61780",4919,982,1426,1000,1691,553
"gene:AT5G61790",2080,825,730,1430,1901,691
"gene:AT5G61800",43,3,19,0,35,4
"gene:AT5G61810",427,63,125,62,148,8
"gene:AT5G61820",393,75,173,377,403,235
"gene:AT5G61830",21,30,28,88,160,143
"gene:AT5G61840",118,83,147,100,301,34
"gene:AT5G61850",0,0,0,0,10,0
"gene:AT5G61865",0,0,0,5,14,1
"gene:AT5G61880",269,176,32,87,153,6
"gene:AT5G61890",0,6,2,0,0,1
"gene:AT5G61910",3304,704,748,444,566,108
"gene:AT5G61900",2212,526,547,202,281,21
"gene:AT5G61920",14,25,11,37,69,4
"gene:AT5G61930",13,25,21,108,115,82
"gene:AT5G61940",1,0,0,72,39,61
"gene:AT5G61950",70,0,33,58,38,26
"gene:AT5G61960",3418,814,828,998,812,584
"gene:AT5G61970",332,400,458,309,505,148
"gene:AT5G61980",54,4,21,4,63,40
"gene:AT5G61990",508,144,131,206,162,81
"gene:AT5G61997",0,0,0,0,0,0
"gene:AT5G62000",9397,2746,3111,2280,2884,1414
"gene:AT5G62020",372,172,145,13,56,12
"gene:AT5G62030",176,88,87,102,123,148
"gene:AT5G62040",0,1,0,80,13,80
"gene:AT5G62050",369,259,135,305,251,181
"gene:AT5G62060",0,0,0,0,0,0
"gene:AT5G62065",93,0,0,0,0,0
"gene:AT5G62070",1660,375,311,111,97,73
"gene:AT5G62080",0,0,0,0,0,0
"gene:AT5G62090",1362,214,118,243,404,184
"gene:AT5G62100",96,14,32,12,27,0
"gene:AT5G62110",11,0,0,0,0,0
"gene:AT5G62120",0,0,0,0,0,0
"gene:AT5G62130",88,32,15,34,72,3
"gene:AT5G62140",260,43,4,73,177,68
"gene:AT5G62150",752,77,141,1,0,12
"gene:AT5G62160",2,0,0,0,0,0
"gene:AT5G62165",1,3,0,3,1,0
"gene:AT5G62170",33,43,10,111,199,24
"gene:AT5G62180",12,16,31,17,70,0
"gene:AT5G62190",3617,1079,1320,1641,1778,689
"gene:AT5G62200",371,93,103,128,220,57
"gene:AT5G62210",0,0,0,0,1,0
"gene:AT5G62220",485,171,154,171,250,38
"gene:AT5G62230",1,1,0,40,4,1
"gene:AT5G62240",0,0,0,0,0,0
"gene:AT5G62250",89,2,8,28,3,1
"gene:AT5G62260",4,4,0,0,10,0
"gene:AT5G62270",36,133,113,365,519,199
"gene:AT5G62280",1,0,0,100,91,52
"gene:AT5G62290",380,39,55,112,202,16
"gene:AT5G62300",1246,445,467,393,1223,333
"gene:AT5G62310",1,0,0,0,3,1
"gene:AT5G62320",0,0,0,0,0,15
"gene:AT5G62330",0,0,0,0,0,0
"gene:AT5G62340",0,0,0,0,0,0
"gene:AT5G62350",1062,409,317,317,1024,247
"gene:AT5G62360",143,33,67,49,142,90
"gene:AT5G62370",128,2,43,31,16,6
"gene:AT5G62380",186,4,24,18,44,43
"gene:AT5G62390",2291,409,647,1356,1321,937
"gene:AT5G62400",1,4,1,0,4,0
"gene:AT5G62410",181,132,29,185,277,66
"gene:AT5G62420",0,0,0,0,10,0
"gene:AT5G62430",136,0,37,9,1,0
"gene:AT5G62440",283,108,183,123,137,42
"gene:AT5G62460",289,106,79,101,230,105
"gene:AT5G62470",0,2,1,14,19,0
"gene:AT5G62480",4851,1092,1195,10,1,0
"gene:AT5G62490",17,17,19,0,1,0
"gene:AT5G62500",7,1,77,86,127,72
"gene:AT5G62510",0,0,0,0,0,0
"gene:AT5G62520",241,55,146,77,211,17
"gene:AT5G62530",930,29,394,402,770,267
"gene:AT5G62540",231,293,459,231,279,286
"gene:AT5G62550",247,53,83,284,238,77
"gene:AT5G62560",287,104,200,282,280,176
"gene:AT5G62570",1862,584,476,177,290,66
"gene:AT5G62573",215,0,27,49,2,0
"gene:AT5G62575",97,19,18,117,183,100
"gene:AT5G62580",546,60,41,230,394,146
"gene:AT5G62600",351,70,168,213,305,147
"gene:AT5G62610",52,41,44,200,191,80
"gene:AT5G62620",1039,214,255,279,341,230
"gene:AT5G62623",0,0,0,0,0,0
"gene:AT5G62627",0,0,0,0,0,0
"gene:AT5G62630",356,165,125,71,96,53
"gene:AT5G62640",1026,200,236,408,460,218
"gene:AT5G62650",355,6,38,80,185,66
"gene:AT5G62660",0,0,0,0,0,0
"gene:AT5G62670",816,102,243,634,832,289
"gene:AT5G62680",5311,781,710,1583,2106,756
"gene:AT5G62690",1780,428,563,1471,1766,972
"gene:AT5G62700",3230,1108,966,1245,1754,877
"gene:AT5G62710",54,86,11,182,227,122
"gene:AT5G62720",448,129,149,496,894,261
"gene:AT5G62730",0,0,0,0,0,0
"gene:AT5G62740",806,110,142,207,199,99
"gene:AT5G62750",0,0,0,0,1,0
"gene:AT5G62760",343,159,46,70,210,113
"gene:AT5G62770",584,180,179,37,69,9
"gene:AT5G62780",0,0,0,0,0,0
"gene:AT5G62790",880,195,372,537,1295,413
"gene:AT5G62800",0,0,0,0,0,0
"gene:AT5G62810",746,225,248,634,971,315
"gene:AT5G62820",148,38,64,81,63,44
"gene:AT5G62830",197,22,43,0,0,0
"gene:AT5G62840",0,7,20,89,178,25
"gene:AT5G62850",0,0,0,0,0,26
"gene:AT5G62860",0,0,0,1,0,1
"gene:AT5G62865",389,131,57,3,19,0
"gene:AT5G62880",545,13,64,203,427,224
"gene:AT5G62890",1504,475,420,1421,1480,775
"gene:AT5G62900",1509,137,178,118,376,168
"gene:AT5G62910",555,131,238,195,200,62
"gene:AT5G62920",149,0,41,114,387,103
"gene:AT5G62930",175,26,48,170,253,134
"gene:AT5G62940",337,114,114,402,329,141
"gene:AT5G62950",186,2,48,168,269,196
"gene:AT5G62960",289,53,73,204,296,237
"gene:AT5G62970",0,0,0,9,0,0
"gene:AT5G62980",0,60,10,103,157,68
"gene:AT5G62990",146,22,32,42,48,51
"gene:AT5G62998",0,0,0,0,18,0
"gene:AT5G63000",297,27,29,45,93,8
"gene:AT5G63010",97,22,143,62,79,13
"gene:AT5G63020",203,62,91,259,334,161
"gene:AT5G63030",569,202,228,168,135,43
"gene:AT5G63040",187,121,114,69,174,58
"gene:AT5G63050",441,92,76,259,347,152
"gene:AT5G63060",0,25,17,15,69,21
"gene:AT5G63063",5,0,0,0,0,0
"gene:AT5G63070",0,0,0,0,0,0
"gene:AT5G63080",105,75,51,53,137,44
"gene:AT5G63085",0,0,0,0,0,0
"gene:AT5G63087",0,0,0,0,0,0
"gene:AT5G63090",0,0,0,1,7,0
"gene:AT5G63100",162,0,45,28,94,26
"gene:AT5G63110",18,67,34,97,182,85
"gene:AT5G63120",245,172,42,254,216,122
"gene:AT5G63130",266,8,69,3,14,18
"gene:AT5G63135",169,103,24,17,53,27
"gene:AT5G63140",0,2,2,40,64,22
"gene:AT5G63150",306,80,79,233,140,68
"gene:AT5G63160",1659,641,404,165,415,90
"gene:AT5G63170",0,0,0,0,0,0
"gene:AT5G63180",21,3,3,88,278,43
"gene:AT5G63190",528,170,238,903,878,404
"gene:AT5G63200",448,132,136,221,181,128
"gene:AT5G63220",351,58,80,135,129,60
"gene:AT5G63225",12,25,14,0,0,0
"gene:AT5G63230",0,0,0,0,0,0
"gene:AT5G63240",0,1,0,0,0,0
"gene:AT5G63250",0,0,0,0,0,0
"gene:AT5G63260",147,10,73,199,156,102
"gene:AT5G63270",99,0,0,0,0,0
"gene:AT5G63280",144,31,60,76,88,83
"gene:AT5G63290",182,54,0,32,65,29
"gene:AT5G63300",46,0,28,47,66,30
"gene:AT5G63310",1980,296,556,878,1194,466
"gene:AT5G63320",2435,427,924,382,461,217
"gene:AT5G63340",85,27,9,24,59,8
"gene:AT5G63350",0,0,0,0,15,0
"gene:AT5G63370",8921,2208,2231,904,646,333
"gene:AT5G63375",1065,219,156,70,30,13
"gene:AT5G63380",140,9,11,63,160,73
"gene:AT5G63390",2,24,0,0,5,1
"gene:AT5G63400",1582,461,291,375,1085,383
"gene:AT5G63410",282,3,72,201,396,184
"gene:AT5G63420",245,101,76,369,804,296
"gene:AT5G63440",90,22,15,30,81,47
"gene:AT5G63450",0,111,64,0,0,0
"gene:AT5G63460",120,99,169,48,114,67
"gene:AT5G63470",459,91,80,624,583,199
"gene:AT5G63480",357,38,60,446,330,108
"gene:AT5G63490",1606,797,671,371,278,159
"gene:AT5G63500",5,0,0,37,35,27
"gene:AT5G63510",1499,315,249,372,415,222
"gene:AT5G63520",86,1,33,103,109,72
"gene:AT5G63530",444,131,113,1445,1220,817
"gene:AT5G63540",111,0,8,10,7,0
"gene:AT5G63550",590,164,130,115,248,100
"gene:AT5G63560",3,4,1,2,1,5
"gene:AT5G63570",1089,473,461,497,809,309
"gene:AT5G63580",0,0,20,1,20,20
"gene:AT5G63590",94,4,0,12,7,10
"gene:AT5G63595",17,0,0,0,0,0
"gene:AT5G63600",9,3,0,8,2,0
"gene:AT5G63610",667,68,162,149,305,102
"gene:AT5G63620",281,114,154,494,449,188
"gene:AT5G63625",0,32,29,95,72,26
"gene:AT5G63630",3,22,1,215,106,115
"gene:AT5G63640",619,110,111,222,217,108
"gene:AT5G63650",3,7,10,94,55,1
"gene:AT5G63660",6,0,0,3,0,1
"gene:AT5G63670",338,25,40,151,202,71
"gene:AT5G63680",657,140,292,259,402,114
"gene:AT5G63690",1,5,21,9,19,15
"gene:AT5G63700",106,59,65,190,229,88
"gene:AT5G63710",1062,208,270,871,1112,512
"gene:AT5G63720",0,0,0,0,0,1
"gene:AT5G63730",0,0,0,0,0,0
"gene:AT5G63740",1,29,0,0,0,0
"gene:AT5G63750",0,0,0,0,7,0
"gene:AT5G63760",36,55,71,56,109,51
"gene:AT5G63770",1665,331,491,431,338,85
"gene:AT5G63780",186,49,124,285,482,151
"gene:AT5G63790",2689,596,1167,666,873,286
"gene:AT5G63800",947,88,234,185,177,71
"gene:AT5G63810",466,68,109,130,221,69
"gene:AT5G63820",1,0,4,0,25,0
"gene:AT5G63830",69,56,36,72,104,0
"gene:AT5G63840",470,248,506,601,770,301
"gene:AT5G63850",4078,1322,1554,876,805,556
"gene:AT5G63860",751,167,274,545,517,312
"gene:AT5G63870",460,22,32,129,241,54
"gene:AT5G63880",604,192,187,151,146,65
"gene:AT5G63890",321,138,133,197,426,89
"gene:AT5G63900",88,0,16,0,5,0
"gene:AT5G63905",337,0,34,20,21,33
"gene:AT5G63910",125,125,50,214,179,42
"gene:AT5G63920",2,0,6,69,74,4
"gene:AT5G63930",658,56,70,59,178,73
"gene:AT5G63940",446,38,194,547,466,297
"gene:AT5G63950",50,24,73,190,163,161
"gene:AT5G63960",142,21,19,144,251,34
"gene:AT5G63970",1131,346,293,34,313,79
"gene:AT5G63980",546,176,335,414,408,124
"gene:AT5G63990",86,14,51,84,108,14
"gene:AT5G64000",67,56,302,32,52,40
"gene:AT5G64010",318,1,26,27,35,36
"gene:AT5G64020",103,83,55,80,106,26
"gene:AT5G64030",1137,320,290,1011,1421,515
"gene:AT5G64040",6347,1182,1947,2654,5590,2070
"gene:AT5G64050",521,61,285,381,461,213
"gene:AT5G64060",0,61,11,8,1,45
"gene:AT5G64070",1662,588,710,996,1187,386
"gene:AT5G64080",0,88,0,58,165,24
"gene:AT5G64090",657,118,181,230,315,109
"gene:AT5G64100",14,0,0,4,2,1
"gene:AT5G64110",7,0,0,0,0,0
"gene:AT5G64120",6362,1462,1487,37,213,32
"gene:AT5G64130",1366,269,378,831,732,731
"gene:AT5G64140",412,92,262,350,594,168
"gene:AT5G64150",74,64,95,63,147,29
"gene:AT5G64160",393,77,86,112,133,125
"gene:AT5G64170",301,153,104,16,88,5
"gene:AT5G64180",0,49,36,68,59,19
"gene:AT5G64190",8,50,0,2,7,26
"gene:AT5G64200",1129,231,283,180,419,197
"gene:AT5G64210",2,0,0,0,1,12
"gene:AT5G64220",586,180,242,401,489,246
"gene:AT5G64230",364,80,70,4,25,1
"gene:AT5G64240",3773,1547,1123,2240,2545,1670
"gene:AT5G64250",966,327,376,201,161,134
"gene:AT5G64260",1462,441,675,217,188,63
"gene:AT5G64270",3684,1106,1105,1209,1151,563
"gene:AT5G64280",69,23,54,167,317,113
"gene:AT5G64290",1331,261,495,979,1291,489
"gene:AT5G64300",2798,1182,1435,1181,1057,511
"gene:AT5G64310",2958,886,437,317,545,193
"gene:AT5G64320",0,0,15,39,51,14
"gene:AT5G64330",175,68,34,87,345,22
"gene:AT5G64340",689,168,174,593,955,359
"gene:AT5G64350",1807,268,580,1149,796,654
"gene:AT5G64360",361,72,69,131,140,25
"gene:AT5G64370",559,110,159,176,236,105
"gene:AT5G64380",13,10,20,113,128,19
"gene:AT5G64390",699,102,149,169,359,201
"gene:AT5G64400",2577,707,730,753,1316,441
"gene:AT5G64395",2,0,0,0,0,0
"gene:AT5G64401",0,0,1,0,1,0
"gene:AT5G64410",467,0,7,197,344,178
"gene:AT5G64420",2618,523,641,409,877,215
"gene:AT5G64430",258,53,144,154,365,172
"gene:AT5G64440",237,506,122,396,461,78
"gene:AT5G64450",50,0,0,0,5,0
"gene:AT5G64460",21,61,119,197,343,95
"gene:AT5G64470",82,8,6,57,72,45
"gene:AT5G64480",191,29,200,125,92,61
"gene:AT5G64490",1,46,0,0,0,0
"gene:AT5G64500",156,200,233,199,285,120
"gene:AT5G64510",207,0,6,6,5,3
"gene:AT5G64520",86,3,0,41,103,28
"gene:AT5G64530",1,5,10,22,11,46
"gene:AT5G64540",0,0,0,0,4,0
"gene:AT5G64550",0,61,64,70,76,58
"gene:AT5G64560",628,65,46,238,211,110
"gene:AT5G64570",1583,240,231,1083,1351,813
"gene:AT5G64580",155,38,182,363,440,69
"gene:AT5G64590",0,0,0,0,0,0
"gene:AT5G64600",44,10,16,110,111,49
"gene:AT5G64610",356,121,120,258,195,89
"gene:AT5G64620",164,6,23,445,419,239
"gene:AT5G64630",26,3,25,91,36,15
"gene:AT5G64640",1,5,14,34,105,53
"gene:AT5G64650",3,50,23,25,116,33
"gene:AT5G64660",1067,265,383,143,164,78
"gene:AT5G64667",154,10,5,13,0,0
"gene:AT5G64670",259,24,53,251,231,119
"gene:AT5G64680",285,53,66,57,162,66
"gene:AT5G64687",1,5,28,34,71,50
"gene:AT5G64690",90,0,33,19,31,28
"gene:AT5G64700",1091,236,308,137,123,68
"gene:AT5G64710",20,39,1,41,22,17
"gene:AT5G64720",0,0,0,0,0,0
"gene:AT5G64730",50,21,22,41,98,49
"gene:AT5G64740",2132,1136,1704,1622,2123,1043
"gene:AT5G64750",1035,586,257,20,3,0
"gene:AT5G64760",341,37,75,163,184,168
"gene:AT5G64770",1,25,13,13,69,47
"gene:AT5G64780",96,127,17,101,54,2
"gene:AT5G64790",352,76,57,0,0,0
"gene:AT5G64800",285,0,8,0,9,0
"gene:AT5G64810",3723,663,880,0,0,4
"gene:AT5G64813",193,221,290,251,323,140
"gene:AT5G64816",152,25,42,191,202,39
"gene:AT5G64820",0,0,0,0,0,0
"gene:AT5G64830",149,4,57,177,201,134
"gene:AT5G64840",1588,356,350,598,701,292
"gene:AT5G64850",0,3,29,182,142,99
"gene:AT5G64860",1038,148,340,358,545,232
"gene:AT5G64870",942,275,158,12,46,0
"gene:AT5G64880",76,46,149,101,128,82
"gene:AT5G64890",408,132,118,0,0,0
"gene:AT5G64900",552,47,59,40,91,8
"gene:AT5G64905",1011,59,122,0,1,0
"gene:AT5G64910",2,22,19,1,0,18
"gene:AT5G64920",274,109,75,352,339,157
"gene:AT5G64930",209,65,204,64,141,127
"gene:AT5G64940",881,66,399,610,906,500
"gene:AT5G64950",286,7,10,0,5,23
"gene:AT5G64960",1730,284,373,501,703,445
"gene:AT5G64970",270,74,120,174,160,143
"gene:AT5G64980",131,6,32,46,91,25
"gene:AT5G64990",0,0,41,13,12,4
"gene:AT5G65000",341,39,87,152,227,88
"gene:AT5G65005",0,0,0,0,0,3
"gene:AT5G65010",201,133,214,286,957,190
"gene:AT5G65020",170,60,105,31,130,42
"gene:AT5G65030",0,0,0,3,19,0
"gene:AT5G65040",5,54,0,545,358,633
"gene:AT5G65050",565,106,68,171,354,118
"gene:AT5G65060",22,17,43,98,159,60
"gene:AT5G65070",134,0,3,4,77,0
"gene:AT5G65080",123,0,34,1,34,18
"gene:AT5G65090",8,3,0,0,0,0
"gene:AT5G65100",1,0,22,0,0,0
"gene:AT5G65110",3418,1153,799,924,966,453
"gene:AT5G65120",33,1,23,7,80,31
"gene:AT5G65130",0,3,0,36,17,0
"gene:AT5G65140",1167,441,449,76,59,58
"gene:AT5G65158",5,17,0,0,0,1
"gene:AT5G65160",0,0,0,14,1,9
"gene:AT5G65165",0,0,0,0,0,0
"gene:AT5G65170",23,56,18,31,63,44
"gene:AT5G65180",109,32,45,57,162,85
"gene:AT5G65200",251,94,58,78,48,10
"gene:AT5G65205",1,0,19,25,26,64
"gene:AT5G65207",218,12,18,204,140,124
"gene:AT5G65210",244,77,71,222,213,68
"gene:AT5G65220",2206,254,936,1802,2887,1286
"gene:AT5G65225",0,0,12,1,13,0
"gene:AT5G65230",1,0,11,0,3,0
"gene:AT5G65240",734,285,187,148,229,99
"gene:AT5G65250",212,28,33,159,206,121
"gene:AT5G65260",252,98,115,436,465,321
"gene:AT5G65270",916,156,143,293,265,76
"gene:AT5G65274",0,0,0,0,0,0
"gene:AT5G65280",317,70,59,26,38,11
"gene:AT5G65290",464,178,100,178,295,131
"gene:AT5G65300",530,138,171,25,17,3
"gene:AT5G65310",471,271,307,1131,1203,573
"gene:AT5G65320",2,0,1,0,4,0
"gene:AT5G65330",2,0,0,0,0,0
"gene:AT5G65340",0,0,0,0,0,0
"gene:AT5G65350",69,0,0,1,18,11
"gene:AT5G65360",200,43,198,574,932,343
"gene:AT5G65370",0,0,0,0,1,0
"gene:AT5G65380",74,40,97,138,232,36
"gene:AT5G65390",3,25,1,61,77,53
"gene:AT5G65400",0,42,9,23,59,25
"gene:AT5G65410",4,0,11,114,61,48
"gene:AT5G65420",2,0,0,69,63,88
"gene:AT5G65430",584,69,270,343,792,328
"gene:AT5G65440",362,307,157,288,453,285
"gene:AT5G65450",20,7,3,263,214,51
"gene:AT5G65460",392,134,141,315,383,102
"gene:AT5G65470",69,54,76,107,212,33
"gene:AT5G65480",1077,227,319,315,315,190
"gene:AT5G65490",134,83,123,284,249,82
"gene:AT5G65495",96,0,17,5,27,28
"gene:AT5G65500",0,24,6,0,4,0
"gene:AT5G65510",1,1,0,1,0,0
"gene:AT5G65520",0,109,17,84,124,35
"gene:AT5G65530",115,0,3,0,12,0
"gene:AT5G65540",193,74,80,78,280,101
"gene:AT5G65550",0,6,0,41,2,4
"gene:AT5G65560",41,65,27,242,157,101
"gene:AT5G65570",25,63,2,48,82,0
"gene:AT5G65580",6,0,0,75,33,55
"gene:AT5G65590",215,0,24,72,22,18
"gene:AT5G65600",1908,373,688,0,2,1
"gene:AT5G65609",66,116,70,11,12,7
"gene:AT5G65610",99,21,3,15,9,0
"gene:AT5G65613",99,21,0,14,6,0
"gene:AT5G65620",974,380,660,555,1040,293
"gene:AT5G65630",2582,901,856,1534,1478,978
"gene:AT5G65640",42,74,1,6,98,22
"gene:AT5G65650",64,41,39,182,140,73
"gene:AT5G65660",332,316,220,951,1529,603
"gene:AT5G65670",4892,1054,1169,1915,2241,1235
"gene:AT5G65683",9,67,1,63,100,19
"gene:AT5G65690",0,0,2,0,0,0
"gene:AT5G65687",130,23,135,132,223,169
"gene:AT5G65685",290,69,119,118,329,190
"gene:AT5G65700",1389,264,357,768,1607,517
"gene:AT5G65710",237,3,45,177,146,177
"gene:AT5G65720",3235,872,980,866,819,390
"gene:AT5G65730",8,0,13,44,49,6
"gene:AT5G65740",16,0,0,10,113,32
"gene:AT5G65750",1373,313,634,606,907,337
"gene:AT5G65760",224,168,41,255,174,158
"gene:AT5G65770",2860,643,932,929,1252,555
"gene:AT5G65780",2988,655,1011,1100,1604,636
"gene:AT5G65790",0,33,5,0,0,0
"gene:AT5G65800",0,0,14,0,0,0
"gene:AT5G65810",35,32,28,138,154,56
"gene:AT5G65820",5,106,25,118,51,22
"gene:AT5G65830",0,1,7,73,49,16
"gene:AT5G65840",867,104,147,117,226,111
"gene:AT5G65850",53,15,23,15,21,0
"gene:AT5G65860",221,96,101,77,166,108
"gene:AT5G65870",671,1,59,50,62,12
"gene:AT5G65880",7,0,7,14,79,109
"gene:AT5G65890",36,123,75,36,92,16
"gene:AT5G65900",466,97,197,245,250,174
"gene:AT5G65910",238,149,64,329,253,95
"gene:AT5G65920",712,252,173,97,187,25
"gene:AT5G65925",0,0,4,10,2,2
"gene:AT5G65930",834,55,195,298,440,208
"gene:AT5G65940",447,116,78,333,361,170
"gene:AT5G65950",636,70,392,328,539,192
"gene:AT5G65960",381,61,109,175,267,115
"gene:AT5G65970",5,30,18,217,71,53
"gene:AT5G65980",18,0,0,0,0,0
"gene:AT5G65990",149,81,101,224,273,192
"gene:AT5G66000",0,0,1,20,32,4
"gene:AT5G66005",106,10,19,50,64,0
"gene:AT5G66010",245,129,110,126,73,62
"gene:AT5G66020",0,1,0,1,3,0
"gene:AT5G66030",1005,183,188,356,603,381
"gene:AT5G66040",1675,509,253,80,336,66
"gene:AT5G66050",342,156,126,164,292,234
"gene:AT5G66052",701,205,138,248,368,214
"gene:AT5G66053",313,84,75,82,81,46
"gene:AT5G66055",451,100,256,280,482,312
"gene:AT5G66060",765,221,68,124,229,110
"gene:AT5G66070",1524,168,170,45,119,82
"gene:AT5G66080",1,20,0,16,5,4
"gene:AT5G66090",1843,188,269,199,619,300
"gene:AT5G66100",2165,258,330,293,694,373
"gene:AT5G66110",0,4,24,15,13,8
"gene:AT5G66120",2313,716,779,312,532,179
"gene:AT5G66130",191,4,73,17,24,1
"gene:AT5G66140",347,129,183,127,236,152
"gene:AT5G66150",4,0,0,1,0,9
"gene:AT5G66160",95,58,423,127,172,73
"gene:AT5G66170",124,21,2,34,15,63
"gene:AT5G66180",231,95,74,130,401,166
"gene:AT5G66190",6795,1830,2945,5005,6467,3559
"gene:AT5G66200",778,304,347,185,295,93
"gene:AT5G66210",3479,691,896,295,277,125
"gene:AT5G66230",178,58,18,115,167,198
"gene:AT5G66220",1,0,0,0,0,0
"gene:AT5G66240",133,242,403,243,365,128
"gene:AT5G66250",1054,29,76,58,195,134
"gene:AT5G66260",1,0,0,0,0,0
"gene:AT5G66270",34,0,7,0,20,4
"gene:AT5G66280",124,47,13,39,36,0
"gene:AT5G66290",205,25,41,108,189,108
"gene:AT5G66300",279,42,93,101,106,59
"gene:AT5G66310",494,155,76,99,292,48
"gene:AT5G66320",1032,179,187,146,339,210
"gene:AT5G66330",6,0,38,64,125,6
"gene:AT5G66335",0,0,0,35,18,0
"gene:AT5G66340",0,0,0,1,0,0
"gene:AT5G66350",241,0,0,21,18,0
"gene:AT5G66360",102,40,17,66,117,64
"gene:AT5G66370",0,0,0,0,0,0
"gene:AT5G66380",7,2,0,39,88,4
"gene:AT5G66390",292,126,103,0,28,0
"gene:AT5G66400",339,126,137,0,0,0
"gene:AT5G66410",123,1,56,126,165,37
"gene:AT5G66420",560,102,233,275,280,54
"gene:AT5G66430",0,0,0,3,0,0
"gene:AT5G66440",2,12,37,108,194,150
"gene:AT5G66450",357,28,54,87,110,37
"gene:AT5G66460",2,19,18,79,67,33
"gene:AT5G66470",255,55,46,389,682,224
"gene:AT5G66480",797,237,140,15,24,0
"gene:AT5G66490",444,9,50,5,10,5
"gene:AT5G66500",65,0,17,34,32,1
"gene:AT5G66510",1499,192,199,490,390,223
"gene:AT5G66530",469,206,198,275,581,288
"gene:AT5G66520",142,67,64,92,198,113
"gene:AT5G66540",1043,301,470,344,288,141
"gene:AT5G66550",96,103,21,203,183,43
"gene:AT5G66560",96,32,31,259,223,168
"gene:AT5G66570",16571,3995,5403,5545,9739,3679
"gene:AT5G66580",0,0,0,3,10,0
"gene:AT5G66590",2,31,0,13,0,0
"gene:AT5G66600",121,32,1,2,45,7
"gene:AT5G66595",2,0,12,0,9,4
"gene:AT5G66607",3,0,24,0,10,32
"gene:AT5G66610",49,8,19,29,57,16
"gene:AT5G66620",471,188,225,31,128,8
"gene:AT5G66630",155,76,134,4,0,1
"gene:AT5G66631",847,306,170,0,59,24
"gene:AT5G66640",4402,654,920,0,12,5
"gene:AT5G66650",1220,415,365,18,1,10
"gene:AT5G66658",500,61,51,10,9,4
"gene:AT5G66660",10,0,0,14,12,13
"gene:AT5G66670",14,1,1,0,1,0
"gene:AT5G66675",2987,591,605,105,143,36
"gene:AT5G66680",752,237,285,676,640,257
"gene:AT5G66690",15,8,4,4,10,8
"gene:AT5G66700",1,0,0,1,6,0
"gene:AT5G66710",0,0,0,0,4,0
"gene:AT5G66720",562,55,85,247,230,163
"gene:AT5G66730",1412,356,252,334,274,143
"gene:AT5G66740",0,0,0,0,9,1
"gene:AT5G66750",226,5,50,104,99,97
"gene:AT5G66760",1424,538,650,750,888,395
"gene:AT5G66770",147,34,19,158,232,203
"gene:AT5G66780",0,0,0,0,0,0
"gene:AT5G66790",233,215,4,21,22,29
"gene:AT5G66800",5,0,0,0,17,7
"gene:AT5G66810",390,342,117,181,343,170
"gene:AT5G66815",0,0,0,0,0,0
"gene:AT5G66816",0,0,0,0,0,0
"gene:AT5G66820",294,111,44,192,214,140
"gene:AT5G66830",133,0,2,11,9,4
"gene:AT5G66840",224,17,30,49,69,70
"gene:AT5G66850",1709,607,537,178,342,143
"gene:AT5G66860",244,258,72,149,200,28
"gene:AT5G66870",0,0,0,0,0,7
"gene:AT5G66880",884,138,136,165,538,204
"gene:AT5G66890",105,0,14,0,0,0
"gene:AT5G66900",778,203,492,152,121,93
"gene:AT5G66910",581,222,245,97,150,50
"gene:AT5G66920",771,110,194,327,445,360
"gene:AT5G66930",48,52,77,101,123,65
"gene:AT5G66940",0,0,0,0,0,0
"gene:AT5G66950",1091,219,267,450,455,277
"gene:AT5G66960",1,0,1,14,13,17
"gene:AT5G66970",1,0,0,0,1,0
"gene:AT5G66980",0,0,0,0,0,0
"gene:AT5G66985",0,0,0,0,0,0
"gene:AT5G66990",0,0,0,0,0,0
"gene:AT5G67000",0,0,0,0,0,0
"gene:AT5G67010",0,0,0,0,0,0
"gene:AT5G67020",58,18,27,6,13,0
